H2,CH4,C2H6,C2H4,C2H2,Type
47.0,9.0,4.0,16.0,81.0,Arc discharge
120.0,31.0,0.0001,66.0,94.0,Arc discharge
5100.0,1430.0,0.0001,1140.0,1010.0,Arc discharge
535.0,160.0,16.0,305.0,680.0,Arc discharge
41.0,16.0,19.0,58.0,106.0,Arc discharge
65.0,26.1,10.1,41.6,57.8,Arc discharge
545.0,130.0,16.0,153.0,239.0,Arc discharge
34.0,0.0001,0.0001,0.0001,44.0,Arc discharge
57.0,15.0,3.1,23.0,25.3,Arc discharge
161.0,38.0,210.0,13.0,0.0001,Low-temperature overheating
9.0,38.0,93.0,8.0,0.0001,Low-temperature overheating
55.0,22.0,0.5,2.6,0.0001,Low-temperature overheating
15.0,7.0,92.0,5.0,0.0001,Low-temperature overheating
14.0,14.0,124.0,7.0,1.0,Low-temperature overheating
625.0,130.0,47.0,2.0,0.0001,Low-temperature overheating
29.0,71.0,158.0,20.0,0.0001,Low-temperature overheating
17.0,21.0,118.0,0.0001,4.0,Low-temperature overheating
115.0,129.0,316.0,36.0,0.0001,Low-temperature overheating
13.2,18.7,97.4,79.5,4.7,Low-temperature overheating
10.0,44.0,106.0,28.0,0.0001,Low-temperature overheating
27.0,30.0,23.0,2.4,0.1,Low-temperature overheating
20.0,132.0,61.0,17.0,0.0001,Low-temperature overheating
42.0,124.0,1.0,8.0,0.0001,Low-temperature overheating
24.0,109.0,69.0,0.0001,0.0001,Low-temperature overheating
16.0,68.0,124.0,15.0,0.0001,Low-temperature overheating
16.4,45.5,68.7,3.8,0.0001,Low-temperature overheating
37.0,47.0,10.0,5.5,0.0001,Low-temperature overheating
86.0,8.0,2.5,2.5,0.0001,Low-temperature overheating
29.9,24.1,34.3,92.5,0.6,Low-temperature overheating
16.0,80.0,134.0,10.0,0.0001,Low-temperature overheating
66.0,60.0,2.0,7.0,0.0001,Low-temperature overheating
0.0001,43.0,146.0,9.0,0.0001,Low-temperature overheating
87.2,73.18,27.14,56.88,0.0001,Low-temperature overheating
128.0,35.0,213.0,17.0,0.0001,Low-temperature overheating
14.0,62.0,16.0,3.0,0.0001,Low-temperature overheating
37.0,123.0,67.0,52.0,0.0001,Low-temperature overheating
130.0,140.0,2.0,120.0,0.0001,Low-temperature overheating
43.0,28.0,72.0,9.0,0.0001,Low-temperature overheating
16.0,105.0,224.0,15.0,0.0001,Low-temperature overheating
19.0,62.0,95.0,5.0,0.0001,Low-temperature overheating
79.0,40.0,264.0,10.0,0.0001,Low-temperature overheating
69.0,174.0,267.0,15.0,0.0001,Low-temperature overheating
137.0,97.0,12.0,29.0,1.5,Low-temperature overheating
111.0,67.0,105.0,9.0,0.0001,Low-temperature overheating
0.0001,116.0,70.0,0.0001,0.0001,Low-temperature overheating
25.0,29.0,137.0,8.0,0.0001,Low-temperature overheating
20.37,59.79,45.24,80.49,0.0001,Middle-temperature overheating
19.0,47.0,27.0,62.0,0.0001,Middle-temperature overheating
88.7,460.8,94.9,184.6,18.3,Middle-temperature overheating
24.0,78.0,266.0,779.0,7.0,Middle-temperature overheating
0.7,1.5,0.3,1.8,0.0001,Middle-temperature overheating
360.0,610.0,259.0,260.0,9.0,Middle-temperature overheating
31.0,56.0,33.0,77.0,0.0001,Middle-temperature overheating
24700.0,61000.0,26300.0,42100.0,1560.0,Middle-temperature overheating
62.0,425.0,276.0,651.0,26.0,Middle-temperature overheating
295.0,1466.0,331.0,1295.0,32.0,Middle-temperature overheating
109.0,102.0,28.0,91.0,0.0001,Middle-temperature overheating
47.0,120.0,90.0,198.0,3.0,Middle-temperature overheating
144.0,1672.0,394.0,669.0,0.0001,Middle-temperature overheating
3.0,5.0,90.0,185.0,3.0,Middle-temperature overheating
20.0,41.9,20.2,44.2,0.38,Middle-temperature overheating
50.0,274.0,95.0,320.0,6.3,Middle-temperature overheating
151.0,242.0,68.0,232.0,0.0001,Middle-temperature overheating
46.9,161.6,94.1,193.6,0.56,Middle-temperature overheating
37.0,96.0,19.0,57.0,0.0001,Middle-temperature overheating
670.0,224.0,45.0,67.0,2.0,Middle-temperature overheating
27.0,90.0,42.0,63.0,0.2,Middle-temperature overheating
128.0,419.0,269.5,614.1,0.35,Middle-temperature overheating
160.0,130.0,33.0,96.0,0.1,Middle-temperature overheating
172.0,335.0,171.0,812.0,37.8,High-temperature overheating
1.0,8.0,8.0,100.0,6.0,High-temperature overheating
507.0,1053.0,297.0,1440.0,17.0,High-temperature overheating
24.0,20.0,4.0,87.0,0.0001,High-temperature overheating
65.0,34.0,16.0,112.0,0.0001,High-temperature overheating
4.0,2.0,1.0,63.0,0.0001,High-temperature overheating
114.0,241.0,80.0,574.0,0.0001,High-temperature overheating
117.0,167.0,48.0,481.0,7.0,High-temperature overheating
11.0,13.0,2.0,127.0,0.0001,High-temperature overheating
55.0,159.0,114.0,493.0,0.0001,High-temperature overheating
1550.0,2740.0,816.0,5450.0,184.0,High-temperature overheating
78.0,161.0,86.0,353.0,10.0,High-temperature overheating
33.0,79.0,30.0,215.0,5.0,High-temperature overheating
170.0,320.0,53.0,520.0,3.2,High-temperature overheating
10.0,4.0,1.0,87.0,0.0001,High-temperature overheating
2500.0,10500.0,4790.0,13500.0,6.0,High-temperature overheating
56.0,286.0,96.0,928.0,7.0,High-temperature overheating
53.0,189.0,25.0,295.0,5.0,High-temperature overheating
0.0001,10.0,17.0,68.0,5.0,High-temperature overheating
150.0,22.0,9.0,60.0,11.0,High-temperature overheating
99.0,288.0,73.0,386.0,0.0001,High-temperature overheating
27.0,51.0,0.0001,153.0,0.0001,High-temperature overheating
480.0,1075.0,298.0,1132.0,0.0001,High-temperature overheating
376.0,575.0,146.0,1092.0,0.0001,High-temperature overheating
100.0,200.0,110.0,670.0,11.0,High-temperature overheating
231.0,3997.0,1726.0,5584.0,0.0001,High-temperature overheating
12.0,270.0,0.0001,275.0,0.0001,High-temperature overheating
8.47,28.22,8.73,52.89,1.66,High-temperature overheating
1860.0,4980.0,0.0001,10700.0,1600.0,High-temperature overheating
28.0,62.0,16.0,76.0,0.0001,High-temperature overheating
22.4,22.4,2.69,13.44,1.57,High-temperature overheating
191.0,1359.0,166.0,1494.0,2.0,High-temperature overheating
50.0,100.0,51.0,305.0,9.0,High-temperature overheating
3420.0,7870.0,1500.0,6990.0,33.0,High-temperature overheating
65.0,61.0,16.0,143.0,3.0,High-temperature overheating
16.0,87.0,75.0,395.0,30.0,High-temperature overheating
1374.0,2648.0,628.0,5376.0,298.0,High-temperature overheating
135.88,362.42,125.22,826.65,3.74,High-temperature overheating
34.0,174.0,52.0,361.0,0.0001,High-temperature overheating
3675.0,6392.0,2500.0,7691.0,5.0,High-temperature overheating
18.0,21.0,12.0,6.0,2.0,Middle-temperature overheating
9.25,96.88,446.52,84.25,0.0,High-temperature overheating
24.16,261.05,201.4,196.0,0.87,Middle-temperature overheating
170.0,300.0,580.0,44.0,8.9,High-temperature overheating
72.0,442.0,461.0,221.0,0.7,Middle-temperature overheating
1308.0,125.0,6.0,112.0,0.0,Spark discharge
32.4,5.5,12.6,1.4,13.2,Arc discharge
68.0,8.0,8.0,3.0,11.0,Spark discharge
19.0,10.0,9.5,7.9,8.5,Spark discharge
45.0,168.0,330.0,82.0,3.1,High-temperature overheating
50.11,15.97,45.37,4.66,12.3,Arc discharge
345.0,112.3,51.5,27.5,58.58,Arc discharge
336.0,419.0,1074.0,105.0,21.0,High-temperature overheating
6.9,80.6,351.0,47.4,4.9,High-temperature overheating
18.0,21.0,12.0,6.0,2.0,Middle-temperature overheating
112.0,93.3,123.6,132.0,0.5,Normal
143.0,305.0,721.0,78.0,2.0,High-temperature overheating
7.8,111.0,701.0,129.0,2.8,High-temperature overheating
23.0,61.0,153.0,14.0,4.4,Middle-temperature overheating
166.6,28.7,12.4,6.72,0.7,Middle-temperature overheating
14.67,3.68,2.71,10.54,0.2,Normal
12.0,12.0,12.0,12.0,12.0,Middle-temperature overheating
11.0,31.0,52.0,26.0,0.0,Middle-temperature overheating
4683.0,148.0,1364.0,44.7,12078.0,Arc discharge
345.0,112.3,51.5,27.5,58.8,Spark discharge
345.0,112.25,51.5,27.5,345.0,Spark discharge
6.17,116.06,488.86,92.57,0.0,High-temperature overheating
18.0,135.0,208.0,59.0,0.0,High-temperature overheating
29.0,7.52,14.8,5.5,5.4,Arc discharge
44.3,17.3,23.3,3.6,10.4,Arc discharge
181.0,316.0,593.0,115.0,2.0,High-temperature overheating
49.1,12.2,3.9,0.3,4.8,Spark discharge
121.0,14.0,29.0,3.0,74.0,Arc discharge
60.0,40.0,110.0,9.9,70.0,Arc discharge
279.0,487.0,708.0,109.0,4.4,High-temperature overheating
16.99,185.09,699.2,125.14,0.0,High-temperature overheating
32.2,5.5,12.6,1.4,13.2,Spark discharge
44.6,63.2,129.0,20.1,0.66,High-temperature overheating
74.8,482.0,1409.0,297.0,7.5,High-temperature overheating
15.91,191.46,734.87,132.1,0.0,High-temperature overheating
9.0,16.7,85.3,9.9,3.4,Middle-temperature overheating
181.0,262.0,528.0,210.0,0.0,Middle-temperature overheating
14.67,3.68,2.71,10.54,0.2,Normal
160.0,130.0,96.0,33.0,0.0,Low-temperature overheating
17.04,192.37,733.63,132.09,0.0,High-temperature overheating
217.5,40.0,51.8,4.9,67.5,Arc discharge
82.0,161.0,406.0,79.0,8.9,High-temperature overheating
345.0,112.25,51.5,27.5,58.75,Spark discharge
207.0,416.0,1345.0,347.0,20.0,High-temperature overheating
29.9,34.6,70.0,5.6,1.2,Middle-temperature overheating
10.48,148.49,576.66,105.45,0.0,High-temperature overheating
21.0,7.6,96.3,4.7,26.73,Arc discharge
334.0,39.9,5.4,47.8,247.6,Arc discharge
65.0,26.1,41.6,10.1,57.8,Arc discharge
4.32,193.0,125.0,118.0,0.0,Middle-temperature overheating
49.0,41.6,124.0,25.1,15.7,Arc discharge
236.0,410.2,817.3,159.0,3.5,High-temperature overheating
207.06,21.08,67.34,4.28,141.93,Arc discharge
24.2,3.2,16.6,3.7,101.0,Spark discharge
64.0,22.0,51.7,20.7,95.1,Arc discharge
120.0,120.0,84.0,33.0,0.6,Low-temperature overheating
35.2,2.6,5.3,1.9,18.3,Spark discharge
6709.0,10500.0,17700.0,1400.0,750.0,High-temperature overheating
69.0,212.0,692.0,135.0,3.9,High-temperature overheating
2054.0,370.0,535.0,26.0,805.0,Arc discharge
56.0,78.0,173.0,18.0,0.0,Low-temperature overheating
7.5,5.7,2.6,3.4,3.2,Normal
63.0,0.29,3.64,0.59,16.8,Spark discharge
730.0,750.0,1300.0,190.0,7.0,Arc discharge
30.0,7.4,1.8,8.5,19.0,Spark discharge
46.1,21.5,15.8,61.5,1.2,Normal
12.0,290.0,355.0,144.0,0.0,Middle-temperature overheating
45.0,15.0,19.0,1.0,18.0,Spark discharge
23.0,23.0,23.0,23.0,23.0,Partial discharge
158.0,71.0,146.0,1.3,685.0,Arc discharge
3.51,61.0,98.03,45.21,0.01,Middle-temperature overheating
26788.0,18342.0,27.0,2111.0,0.0,Partial discharge
54.0,7.0,8.6,7.4,5.4,Spark discharge
36.0,30.0,93.0,10.0,7.1,High-temperature overheating
100.0,94.0,304.0,22.0,118.0,Arc discharge
21.0,21.0,21.0,12.0,21.0,Normal
18.0,20.0,12.0,6.0,2.0,Partial discharge
15.0,12.0,3.2,5.3,0.2,Normal
21.0,21.0,21.0,21.0,21.0,Normal
80.0,243.0,1348.0,274.0,8.4,High-temperature overheating
225.5,17.6,3.0,8.4,0.0,Partial discharge
179.0,413.0,544.0,27.0,473.0,Arc discharge
57.0,77.0,21.0,19.0,0.0,Low-temperature overheating
50.0,90.0,260.0,18.0,5.9,High-temperature overheating
83.0,35.0,86.0,4.9,5.1,Middle-temperature overheating
81.0,130.0,230.0,74.0,2.9,High-temperature overheating
120.0,120.0,84.0,33.0,0.55,Low-temperature overheating
6.3,7.87,3.03,6.97,11.1,Arc discharge
90.0,160.0,330.0,54.0,29.0,High-temperature overheating
4430.0,941.0,2475.0,76.0,55585.0,Arc discharge
170.0,330.0,430.0,77.0,13.0,High-temperature overheating
4072.0,15850.0,22621.0,9057.0,535.0,Middle-temperature overheating
1565.0,93.0,47.0,34.0,0.0,Partial discharge
5.4,13.7,11.6,4.2,0.0,Normal
160.0,130.0,96.0,33.0,0.0,Middle-temperature overheating
437.0,27.2,34.9,22.5,30.2,Arc discharge
246.0,432.0,674.0,141.0,7.2,High-temperature overheating
56.4,42.7,1413.0,167.0,17.1,High-temperature overheating
300.44,42.14,43.18,3.25,64.71,Arc discharge
42.0,97.0,600.0,157.0,0.0,High-temperature overheating
35.1,6.0,93.0,16.1,1.1,High-temperature overheating
51.1,7.1,5.9,1.7,9.2,Spark discharge
155.0,581.0,293.0,215.0,142.0,High-temperature overheating
477.0,566.0,239.0,734.0,116.0,High-temperature overheating
117.0,5.8,15.9,7.0,12.8,Arc discharge
4683.0,148.0,44.7,1364.0,12078.0,Arc discharge
52.5,32.9,9.73,79.3,9.8,Spark discharge
421.0,135.0,27.7,351.0,374.0,Arc discharge
56.4,42.7,167.0,1413.0,17.1,High-temperature overheating
74.8,482.0,297.0,1409.0,7.5,High-temperature overheating
6.0,0.5,0.29,1.87,7.42,Spark discharge
63.0,0.29,0.59,3.64,16.8,Spark discharge
22.5,8.5,1.2,7.3,8.4,Spark discharge
31.0,6.6,4.7,19.0,67.0,Spark discharge
32.2,5.5,1.4,12.6,13.2,Spark discharge
3.3,1.1,0.9,3.1,3.3,Spark discharge
45.0,15.0,1.0,19.0,18.0,Spark discharge
71.6,20.2,2.7,34.6,44.2,Arc discharge
72.0,116.0,36.0,70.0,19.0,Arc discharge
7.8,111.0,129.0,701.0,2.8,High-temperature overheating
58.0,103.0,51.0,251.0,6.0,High-temperature overheating
316.0,36.1,37.3,109.0,440.0,Spark discharge
49.0,41.6,25.1,124.0,15.7,Arc discharge
21.0,7.6,4.7,96.3,26.73,Arc discharge
65.0,26.1,10.1,41.6,57.8,Arc discharge
64.0,22.0,20.7,51.7,95.1,Arc discharge
150.0,80.0,235.0,105.0,35.0,Arc discharge
80.0,243.0,274.0,1348.0,8.4,High-temperature overheating
158.0,71.0,1.3,146.0,685.0,Arc discharge
24.2,3.2,3.7,16.6,101.0,Spark discharge
35.2,2.6,1.9,5.3,18.3,Spark discharge
294.0,27.4,5.6,52.6,338.0,Arc discharge
437.0,27.2,22.5,34.9,30.2,Arc discharge
2054.0,370.0,26.0,535.0,805.0,Arc discharge
136.0,140.0,59.0,582.0,140.0,Arc discharge
4430.0,941.0,76.0,2475.0,55585.0,Arc discharge
179.0,413.0,27.0,544.0,473.0,Arc discharge
143.0,305.0,78.0,721.0,2.0,High-temperature overheating
170.0,300.0,44.0,580.0,8.9,High-temperature overheating
180.0,340.0,52.0,6303.0,10.0,High-temperature overheating
17.0,21.0,11.0,145.0,4.1,High-temperature overheating
60.0,40.0,9.9,110.0,70.0,Arc discharge
90.0,160.0,54.0,330.0,29.0,High-temperature overheating
250.0,63.0,2.8,66.0,120.0,Arc discharge
44.6,63.2,20.1,129.0,0.66,High-temperature overheating
246.0,432.0,141.0,674.0,7.2,High-temperature overheating
4.1,3.5,0.68,1.2,5.2,Spark discharge
56.0,144.0,36.0,164.0,1.8,High-temperature overheating
69.0,212.0,135.0,692.0,3.9,High-temperature overheating
82.0,161.0,79.0,406.0,8.9,High-temperature overheating
34.0,60.0,11.0,123.0,6.0,Spark discharge
96.0,13.7,3.8,35.6,5.4,Spark discharge
181.0,316.0,115.0,593.0,2.0,High-temperature overheating
190.0,450.0,240.0,850.0,0.6,Arc discharge
12.0,14.6,7.2,14.4,0.98,Spark discharge
11.9,12.4,5.9,13.6,1.03,Spark discharge
49.1,12.2,0.3,3.9,4.8,Spark discharge
46.7,8.2,1.8,5.1,4.1,Spark discharge
53.9,8.3,1.1,6.0,7.1,Spark discharge
51.1,7.1,1.7,5.9,9.2,Spark discharge
81.0,130.0,74.0,230.0,2.9,High-temperature overheating
170.0,330.0,77.0,430.0,13.0,High-temperature overheating
50.0,90.0,18.0,260.0,5.9,High-temperature overheating
29.0,7.52,5.5,14.8,5.4,Arc discharge
6.3,7.87,6.97,3.03,11.1,Arc discharge
413.0,6.8,40.4,4.6,8.15,Arc discharge
23.4,14.3,7.12,9.71,3.44,Arc discharge
76.0,202.0,275.0,3216.0,16.0,High-temperature overheating
87.0,500.0,26.0,520.0,9.0,High-temperature overheating
410.0,120.0,18.0,71.0,250.0,Arc discharge
279.0,487.0,109.0,708.0,4.4,High-temperature overheating
3930.0,2397.0,157.0,0.0,0.0,Partial discharge
37800.0,1740.0,249.0,8.0,8.0,Partial discharge
92600.0,10200.0,0.0,0.0,0.0,Partial discharge
8266.0,1061.0,22.0,0.0,0.0,Partial discharge
9340.0,995.0,60.0,6.0,7.0,Partial discharge
36036.0,4704.0,554.0,5.0,10.0,Partial discharge
78.0,20.0,11.0,13.0,28.0,Spark discharge
305.0,100.0,33.0,161.0,541.0,Spark discharge
35.0,6.0,3.0,26.0,482.0,Spark discharge
543.0,120.0,41.0,411.0,1880.0,Spark discharge
1230.0,163.0,27.0,233.0,692.0,Spark discharge
60.0,10.0,4.0,4.0,4.0,Spark discharge
95.0,10.0,0.0,11.0,39.0,Spark discharge
6870.0,1028.0,79.0,900.0,5500.0,Spark discharge
10092.0,5399.0,530.0,6500.0,37565.0,Spark discharge
650.0,81.0,170.0,51.0,270.0,Spark discharge
545.0,130.0,16.0,153.0,239.0,Arc discharge
7150.0,1440.0,97.0,1210.0,1760.0,Arc discharge
620.0,325.0,38.0,181.0,244.0,Arc discharge
120.0,31.0,0.0,66.0,94.0,Arc discharge
755.0,229.0,32.0,404.0,460.0,Arc discharge
5100.0,1430.0,0.0,1140.0,1010.0,Arc discharge
1570.0,1110.0,175.0,1780.0,1830.0,Arc discharge
3090.0,5020.0,323.0,3800.0,2540.0,Arc discharge
1820.0,405.0,35.0,365.0,634.0,Arc discharge
535.0,160.0,16.0,305.0,680.0,Arc discharge
13.0,3.0,1.0,3.0,6.0,Arc discharge
137.0,67.0,7.0,53.0,104.0,Arc discharge
1084.0,188.0,8.0,166.0,769.0,Arc discharge
34.0,21.0,4.0,49.0,56.0,Arc discharge
7940.0,2000.0,355.0,3120.0,5390.0,Arc discharge
150.0,130.0,9.0,55.0,30.0,Arc discharge
8200.0,3790.0,250.0,4620.0,5830.0,Arc discharge
260.0,215.0,35.0,334.0,277.0,Arc discharge
75.0,15.0,7.0,14.0,26.0,Arc discharge
530.0,345.0,85.0,266.0,250.0,Arc discharge
90.0,28.0,8.0,31.0,32.0,Arc discharge
220.0,77.0,22.0,170.0,240.0,Arc discharge
2800.0,2800.0,234.0,3500.0,3600.0,Arc discharge
99.0,170.0,20.0,200.0,190.0,Arc discharge
310.0,230.0,54.0,610.0,760.0,Arc discharge
800.0,160.0,23.0,260.0,600.0,Arc discharge
1500.0,395.0,28.0,395.0,323.0,Arc discharge
20000.0,13000.0,1850.0,29000.0,57000.0,Arc discharge
305.0,85.0,25.0,197.0,130.0,Arc discharge
1900.0,530.0,35.0,383.0,434.0,Arc discharge
110.0,62.0,90.0,140.0,250.0,Arc discharge
3700.0,1690.0,128.0,2810.0,3270.0,Arc discharge
2770.0,660.0,54.0,712.0,763.0,Arc discharge
1170.0,255.0,18.0,312.0,325.0,Arc discharge
4419.0,3564.0,668.0,2861.0,2025.0,Arc discharge
810.0,280.0,111.0,570.0,490.0,Arc discharge
10000.0,6730.0,345.0,7330.0,10400.0,Arc discharge
1570.0,735.0,87.0,1330.0,1740.0,Arc discharge
8800.0,64064.0,72128.0,95650.0,0.0,High-temperature overheating
6709.0,10500.0,1400.0,17700.0,750.0,High-temperature overheating
1100.0,1600.0,221.0,2010.0,26.0,High-temperature overheating
290.0,966.0,299.0,1810.0,57.0,High-temperature overheating
2500.0,10500.0,4790.0,13500.0,6.0,High-temperature overheating
1860.0,4980.0,0.0,10700.0,1600.0,High-temperature overheating
860.0,1670.0,30.0,2050.0,40.0,High-temperature overheating
150.0,22.0,9.0,60.0,11.0,High-temperature overheating
400.0,940.0,210.0,820.0,24.0,High-temperature overheating
6.0,2990.0,29990.0,26076.0,67.0,High-temperature overheating
100.0,200.0,110.0,670.0,11.0,High-temperature overheating
290.0,1260.0,231.0,820.0,8.0,High-temperature overheating
1550.0,2740.0,816.0,5450.0,184.0,High-temperature overheating
3910.0,4290.0,626.0,6040.0,1230.0,High-temperature overheating
1.0,8.0,8.0,100.0,6.0,High-temperature overheating
300.0,700.0,280.0,1700.0,36.0,High-temperature overheating
107.0,143.0,34.0,222.0,2.0,High-temperature overheating
54.54,71.93,9.72,97.37,6.58,High-temperature overheating
116.17,180.83,52.48,278.18,5.36,High-temperature overheating
5760.0,540.0,40.5,1000.0,2760.0,Arc discharge
50.18,171.12,74.7,148.69,0.0,Middle-temperature overheating
20.0,80.2,24.6,68.6,0.0,Middle-temperature overheating
28.97,10.94,1.64,6.96,4.36,High-temperature overheating
15.9,55.98,22.33,137.25,0.21,High-temperature overheating
47.6,19.1,4.21,27.0,0.72,Low-temperature overheating
40.0,102.6,32.3,183.3,0.2,Arc discharge
50.35,65.58,21.05,99.13,0.96,High-temperature overheating
2.369,119.69,21.891,20.15,0.0,Low-temperature overheating
120.45,210.91,35.7,285.39,15.86,High-temperature overheating
87.17,17.26,3.94,12.87,32.81,Spark discharge
5.48,48.82,96.81,489.57,0.3,High-temperature overheating
605.0,1586.0,655.0,1901.0,2.3,High-temperature overheating
1.96,2.1,0.5,0.67,1.59,Spark discharge
462.0,212.4,31.6,0.0,0.0,Partial discharge
25.4,54.97,8.72,77.84,10.47,High-temperature overheating
131.7,116.55,19.4,183.97,0.32,High-temperature overheating
7911.85,947.43,96.93,907.19,4844.48,Spark discharge
21.0,2.01,0.46,1.48,5.61,Spark discharge
676.74,969.55,570.57,2483.26,17.48,High-temperature overheating
7238.97,695.16,231.6,2394.3,2308.92,Arc discharge
101.5,24.45,8.97,128.37,0.0,High-temperature overheating
73.8,148.0,38.9,181.0,1.76,High-temperature overheating
34.76,5.52,2.09,4.97,10.36,Spark discharge
18.19,21.99,6.58,46.92,3.97,High-temperature overheating
1.6,1.0,0.1,0.9,1.6,Spark discharge
22400.0,22400.0,2690.0,13440.0,1570.0,High-temperature overheating
670.0,224.0,45.0,67.0,2.0,Middle-temperature overheating
224.0,4.5,2.0,0.0,0.0,Low-temperature overheating
900.0,9180.0,0.0,900.0,22.0,Low-temperature overheating
0.0,224.0,0.0,45.0,0.0,Low-temperature overheating
470.0,4637.0,1300.0,448.0,0.0,Low-temperature overheating
65.0,20.0,10.0,5.0,0.0,Low-temperature overheating
53.0,39.0,3.0,4.5,0.0,Low-temperature overheating
219.0,44.0,3.0,3.0,0.0,Low-temperature overheating
37.0,47.0,10.0,5.5,0.0,Low-temperature overheating
34.0,30.0,34.0,2.5,0.0,Low-temperature overheating
14.0,62.0,16.0,3.0,0.0,Low-temperature overheating
65.0,34.0,16.0,112.0,0.0,High-temperature overheating
0.7,1.5,0.3,1.8,0.0,Middle-temperature overheating
0.0,0.2,0.1,0.13,0.0,Middle-temperature overheating
48.0,40.0,11.0,0.5,0.0,Low-temperature overheating
130.0,140.0,24.0,120.0,0.0,Low-temperature overheating
86.0,8.0,2.5,2.5,0.0,Low-temperature overheating
6.0,3.0,0.8,0.7,0.0,Low-temperature overheating
50.0,3.0,1.0,0.0,0.0,Low-temperature overheating
55.0,22.0,0.5,2.6,0.0,Low-temperature overheating
78.0,66.0,62.0,2.6,0.0,Low-temperature overheating
1600.0,3600.0,670.0,14.0,0.0,Partial discharge
6600.0,1000.0,38.0,2.0,19.0,Partial discharge
88.0,9.0,0.0,0.03,0.0,Partial discharge
2240.0,168.0,25.0,0.0,0.0,Partial discharge
1950.0,123.0,38.0,2.0,2.0,Partial discharge
2240.0,157.0,90.0,45.0,45.0,Partial discharge
73.0,8.0,4.0,2.0,12.0,Spark discharge
5000.0,4000.0,2000.0,2000.0,8000.0,Spark discharge
24.3,15.7,6.4,11.2,29.8,Spark discharge
2240.0,360.0,25.0,169.0,828.0,Spark discharge
4480.0,560.0,380.0,403.0,896.0,Spark discharge
2240.0,560.0,380.0,450.0,940.0,Spark discharge
200.0,230.0,2.0,170.0,480.0,Spark discharge
60.0,5.0,1.0,6.0,29.0,Spark discharge
890.0,110.0,3.0,84.0,700.0,Spark discharge
41.0,112.0,0.0,254.0,4536.0,Spark discharge
16000.0,4000.0,500.0,8500.0,16000.0,Arc discharge
21.0,75.0,24.0,126.0,0.0,High-temperature overheating
111.0,559.0,243.0,707.0,0.0,Middle-temperature overheating
23.0,59.9,18.6,56.9,0.1,Middle-temperature overheating
740.0,2227.0,567.0,4258.0,42.0,High-temperature overheating
388.0,860.0,230.0,1833.0,18.3,High-temperature overheating
84.0,126.0,28.9,132.2,0.37,Middle-temperature overheating
362.0,533.0,91.0,553.0,10.0,Middle-temperature overheating
103.0,221.7,47.2,422.0,0.9,High-temperature overheating
1769.7,554.2,145.2,1066.7,885.7,Arc discharge
38.0,3.7,0.0,4.1,19.4,Spark discharge
700.0,137.4,14.9,194.8,936.6,Spark discharge
253.0,21.5,5.9,16.1,72.4,Spark discharge
131.0,32.0,7.3,18.8,38.7,Spark discharge
116.0,20.0,7.0,27.0,54.0,Spark discharge
70.0,3.8,0.6,3.2,31.1,Spark discharge
34.0,18.9,3.7,9.4,5.6,Spark discharge
390.0,62.6,12.8,65.3,133.6,Arc discharge
32930.0,2397.0,157.0,0.0,0.0,Partial discharge
37800.0,1740.0,249.0,8.0,8.0,Partial discharge
92600.0,10200.0,0.0,0.0,0.0,Partial discharge
8266.0,1061.0,22.0,0.0,0.0,Partial discharge
9340.0,995.0,60.0,6.0,7.0,Partial discharge
36036.0,4704.0,554.0,5.0,10.0,Partial discharge
1198.0,3.2,0.5,3.2,1.4,Partial discharge
1309.0,124.0,0.0,6.0,113.0,Partial discharge
2587.0,7.88,0.0,1.4,4.7,Partial discharge
85.87,7.01,0.0,2.64,4.49,Partial discharge
102.0,108.0,0.0,41.0,70.0,Partial discharge
195.9,14.5,0.0,2.4,11.6,Partial discharge
420.0,37.3,0.2,30.0,14.9,Partial discharge
485.0,35.0,0.0,6.0,29.0,Partial discharge
83.26,45.32,0.26,36.45,18.1,Partial discharge
78.0,20.0,11.0,13.0,28.0,Spark discharge
1790.0,580.0,321.0,336.0,619.0,Spark discharge
1330.0,10.0,20.0,66.0,182.0,Spark discharge
4.0,1.0,2.0,7.0,52.0,Spark discharge
1900.0,285.0,31.0,957.0,7730.0,Spark discharge
57.0,24.0,2.0,27.0,30.0,Spark discharge
1000.0,500.0,1.0,400.0,500.0,Spark discharge
9.0,3.9,13.0,4.0,8.0,Spark discharge
1198.0,3.2,0.5,3.2,1.4,Spark discharge
14.2,4.0,9.51,1.5,1.4,Spark discharge
30.1,17.1,30.1,5.5,2.2,Spark discharge
45.0,11.0,28.5,12.74,2.7,Spark discharge
65.2,20.0,25.1,8.13,3.9,Spark discharge
67.8,8.89,36.2,12.67,1.88,Spark discharge
101.72,27.65,53.87,16.92,7.13,Spark discharge
549.0,121.3,198.5,31.9,25.5,Spark discharge
56.0,10.0,17.6,13.5,1.3,Arc discharge
57.0,15.0,25.3,23.0,3.1,Arc discharge
65.0,26.1,57.8,41.6,10.1,Arc discharge
75.5,30.2,18.2,30.3,2.33,Arc discharge
145.88,40.65,59.71,34.02,9.37,Arc discharge
1027.0,185.0,399.0,271.0,17.0,Arc discharge
475.3,195.8,221.2,187.3,32.6,Arc discharge
440.0,89.0,19.0,304.0,757.0,Arc discharge
210.0,43.0,12.0,102.0,187.0,Arc discharge
2850.0,1115.0,138.0,1987.0,3675.0,Arc discharge
7020.0,1850.0,0.0,2960.0,4410.0,Arc discharge
